url_length,domain_length,subdomain_length,has_subdomain,subdomain_count,token_count,path_token_count,dot_count,hyphen_count,underscore_count,slash_count,question_count,equal_count,at_count,amp_count,hash_count,percent_count,digit_count,digit_ratio,has_ip,is_shortened,suspicious_tld,uses_https,has_port,url_entropy,phishing_keyword_count,url,label
41,7,3,1,1,5,3,2,0,0,4,1,1,0,0,0,0,7,0.17073170731707318,0,0,0,1,0,4.4610913338336085,0,https://api.dropbox.com/blog/545?ref=5315,0
26,9,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.921029621737614,0,https://wikipedia.org/help,0
32,7,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.09375,0,0,0,1,0,4.116729296672174,0,https://netflix.com/services/880,0
38,6,4,1,1,4,2,2,0,0,3,1,1,0,0,0,0,4,0.10526315789473684,0,0,0,1,0,4.1986037507876075,0,https://docs.google.com/home?page=6038,0
38,8,7,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.07894736842105263,0,0,0,1,0,4.080439935112,0,https://support.facebook.com/about/597,0
39,9,0,0,0,4,2,1,0,0,3,1,1,0,0,0,0,4,0.10256410256410256,0,0,0,1,0,4.470673051918213,0,https://wikipedia.org/products?ref=7932,0
28,8,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.0836169753972325,0,https://facebook.com/privacy,0
27,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.95822916866988,0,https://netflix.com/support,0
34,9,0,0,0,4,2,1,0,0,3,1,1,0,0,0,0,4,0.11764705882352941,0,0,0,1,0,4.29277019393699,0,https://microsoft.com/faq?ref=1964,0
33,8,3,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.09090909090909091,0,0,0,1,0,4.112427831414107,0,https://www.facebook.com/blog/343,0
37,9,7,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08108108108108109,0,0,0,1,0,4.2497297168633565,0,https://support.wikipedia.org/faq/903,0
44,9,4,1,1,5,3,2,0,0,4,1,1,0,0,0,0,7,0.1590909090909091,0,0,0,1,0,4.433990357756303,0,https://shop.microsoft.com/blog/578?ref=2612,0
32,6,0,0,0,4,2,1,0,0,3,1,1,0,0,0,0,4,0.125,0,0,0,1,0,4.265319531114783,0,https://google.com/blog?ref=8350,0
30,6,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.1,0,0,0,1,0,3.698068512058838,0,https://amazon.com/contact/995,0
34,6,5,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08823529411764706,0,0,0,1,0,4.300554385304355,0,https://drive.google.com/about/653,0
36,6,4,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08333333333333333,0,0,0,1,0,4.072431251322119,0,https://docs.google.com/services/597,0
33,6,9,1,2,4,2,3,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.6344145735105506,0,https://shop.docs.google.com/home,0
37,13,3,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.16812025717001,0,https://api.stackoverflow.com/privacy,0
28,6,4,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.797902689682947,0,https://mail.amazon.com/home,0
37,6,4,1,1,4,2,2,0,0,3,1,1,0,0,0,0,4,0.10810810810810811,0,0,0,1,0,4.154870932962629,0,https://shop.google.com/help?ref=2312,0
47,6,13,1,2,4,2,3,0,0,3,1,1,0,0,0,0,4,0.0851063829787234,0,0,0,1,0,4.46131059667223,0,https://support.drive.google.com/about?ref=5033,0
27,7,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.1111111111111111,0,0,0,1,0,4.060262039120379,0,https://youtube.com/faq/773,0
39,6,8,1,2,5,3,3,0,0,4,0,0,0,0,0,0,3,0.07692307692307693,0,0,0,1,0,4.252974975106084,0,https://api.docs.google.com/privacy/371,0
28,7,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.10714285714285714,0,0,0,0,0,3.8962915290459272,0,http://twitter.com/about/736,0
30,9,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.1,0,0,0,1,0,3.9898980954642873,0,https://microsoft.com/help/457,0
30,8,4,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.8980685120588383,0,https://shop.linkedin.com/help,0
25,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.893660689688185,0,https://netflix.com/terms,0
33,6,8,1,2,4,2,3,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.9344186501738876,0,https://www.docs.google.com/about,0
29,8,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.969207287858009,0,https://facebook.com/services,0
38,7,0,0,0,5,3,1,0,0,4,1,1,0,0,0,0,7,0.18421052631578946,0,0,0,1,0,4.185703093006737,0,https://twitter.com/home/533?page=3143,0
28,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.066108939837481,0,https://netflix.com/products,0
31,6,3,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.977916874693636,0,https://api.google.com/products,0
36,6,0,0,0,5,3,1,0,0,4,1,1,0,0,0,0,7,0.19444444444444445,0,0,0,0,0,4.141604167868593,0,http://amazon.com/home/915?page=4441,0
28,7,3,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.0836169753972325,0,https://www.netflix.com/blog,0
27,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3.9302703722934544,0,http://youtube.com/services,0
32,6,4,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.7928377974034158,0,https://docs.google.com/products,0
27,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.004344446367529,0,https://dropbox.com/privacy,0
26,9,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.613337314045307,0,https://microsoft.com/home,0
38,13,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.07894736842105263,0,0,0,1,0,4.16846567111059,0,https://stackoverflow.com/services/775,0
34,6,10,1,2,4,2,3,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.914689224164245,0,https://blog.drive.google.com/blog,0
30,9,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.1,0,0,0,1,0,4.148394345536403,0,https://wikipedia.org/home/367,0
36,7,7,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08333333333333333,0,0,0,1,0,3.9539684039196072,0,https://support.twitter.com/docs/905,0
42,9,7,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.07142857142857142,0,0,0,1,0,4.195539744052799,0,https://support.wikipedia.org/services/825,0
37,7,0,0,0,4,2,1,0,0,3,1,1,0,0,0,0,4,0.10810810810810811,0,0,0,1,0,4.519999987133627,0,https://dropbox.com/privacy?page=2146,0
27,7,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.1111111111111111,0,0,0,1,0,4.208410187268528,0,https://netflix.com/faq/968,0
40,9,0,0,0,5,3,1,0,0,4,1,1,0,0,0,0,7,0.175,0,0,0,1,0,4.415311532225102,0,https://wikipedia.org/docs/813?page=7211,0
28,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.066108939837481,0,https://netflix.com/products,0
31,6,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.0967741935483871,0,0,0,1,0,4.042433003725894,0,https://google.com/services/693,0
34,13,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.035273502696889,0,https://stackoverflow.com/services,0
31,7,3,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.772609520609756,0,https://www.spotify.com/contact,0
41,6,5,1,1,4,2,2,0,0,3,1,1,0,0,0,0,4,0.0975609756097561,0,0,0,1,0,4.308294687333842,0,https://drive.google.com/services?id=1757,0
24,8,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.855388542207534,0,https://facebook.com/faq,0
27,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.180451390892102,0,https://netflix.com/privacy,0
25,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.053660689688185,0,https://netflix.com/about,0
32,7,0,0,0,4,2,1,0,0,3,1,1,0,0,0,0,4,0.125,0,0,0,1,0,4.241729296672174,0,https://spotify.com/home?id=8612,0
23,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3.7622673906514947,0,http://netflix.com/help,0
38,7,0,0,0,5,3,1,0,0,4,1,1,0,0,0,0,7,0.18421052631578946,0,0,0,1,0,4.398857447483312,0,https://youtube.com/help/661?page=8373,0
29,7,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.10344827586206896,0,0,0,1,0,3.7714370294611266,0,https://twitter.com/terms/896,0
31,7,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.0967741935483871,0,0,0,1,0,4.063562746695364,0,https://twitter.com/privacy/378,0
41,9,4,1,1,4,2,2,0,0,3,1,1,0,0,0,0,4,0.0975609756097561,0,0,0,1,0,4.387443772646929,0,https://mail.microsoft.com/docs?page=6421,0
30,9,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.1,0,0,0,1,0,4.148394345536403,0,https://wikipedia.org/home/530,0
36,7,7,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08333333333333333,0,0,0,1,0,3.947702779220089,0,https://support.spotify.com/docs/460,0
28,6,4,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.5975583870244896,0,https://docs.google.com/docs,0
40,6,9,1,2,5,3,3,0,0,4,0,0,0,0,0,0,3,0.075,0,0,0,1,0,4.062814895472354,0,https://mail.docs.google.com/contact/129,0
28,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.726474118254375,0,https://dropbox.com/products,0
30,9,4,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.031401845392172,0,https://shop.wikipedia.org/faq,0
31,6,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.0967741935483871,0,0,0,1,0,4.0022680844408445,0,https://amazon.com/products/488,0
29,8,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.10344827586206896,0,0,0,1,0,4.0993603054724,0,https://linkedin.com/docs/951,0
38,13,7,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.040709013945501,0,https://support.stackoverflow.com/home,0
32,7,0,0,0,4,2,1,0,0,3,1,1,0,0,0,0,4,0.125,0,0,0,1,0,4.288909765557392,0,https://dropbox.com/home?id=3496,0
30,8,3,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.8980685120588388,0,https://api.facebook.com/about,0
31,7,0,0,0,4,2,1,0,0,3,1,1,0,0,0,0,4,0.12903225806451613,0,0,0,1,0,4.389364858634393,0,https://dropbox.com/faq?id=6096,0
29,9,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.6040317545551495,0,https://microsoft.com/contact,0
35,7,7,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.8757315032041877,0,https://support.spotify.com/privacy,0
23,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.8120607396830883,0,https://twitter.com/faq,0
23,6,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.621175542919471,0,https://google.com/docs,0
30,6,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.1,0,0,0,1,0,3.9232314287976213,0,https://google.com/support/470,0
32,7,4,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.9681390622295662,0,https://mail.spotify.com/privacy,0
35,6,4,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08571428571428572,0,0,0,1,0,3.9900172174899016,0,https://docs.google.com/support/945,0
36,6,9,1,2,4,2,3,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.0860486123130375,0,https://www.drive.google.com/contact,0
28,7,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.10714285714285714,0,0,0,1,0,4.039148671903071,0,https://youtube.com/blog/971,0
29,8,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.10344827586206896,0,0,0,1,0,4.237291339955158,0,https://linkedin.com/blog/710,0
31,6,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.0967741935483871,0,0,0,1,0,4.042433003725894,0,https://google.com/services/837,0
36,8,0,0,0,4,2,1,0,0,3,1,1,0,0,0,0,4,0.1111111111111111,0,0,0,1,0,4.363826390090815,0,https://facebook.com/terms?page=4630,0
26,6,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.734308353573255,0,https://github.com/contact,0
28,8,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.182005814760213,0,https://linkedin.com/privacy,0
35,7,3,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08571428571428572,0,0,0,1,0,3.9188679318992428,0,https://www.twitter.com/privacy/222,0
36,7,4,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08333333333333333,0,0,0,1,0,4.162573265150912,0,https://mail.spotify.com/privacy/841,0
45,7,3,1,1,5,3,2,0,0,4,1,1,0,0,0,0,7,0.15555555555555556,0,0,0,1,0,4.552638373963222,0,https://www.youtube.com/services/469?ref=3073,0
32,7,3,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.09375,0,0,0,1,0,3.8246987351738495,0,https://www.twitter.com/help/229,0
37,9,0,0,0,5,3,1,0,0,4,1,1,0,0,0,0,7,0.1891891891891892,0,0,0,1,0,4.41189187902552,0,https://microsoft.com/faq/590?id=5136,0
34,6,5,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08823529411764706,0,0,0,1,0,4.300554385304355,0,https://drive.google.com/about/175,0
38,6,7,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.07894736842105263,0,0,0,1,0,3.9354458560507646,0,https://support.amazon.com/contact/354,0
27,7,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.1111111111111111,0,0,0,1,0,4.134336113194453,0,https://youtube.com/faq/635,0
28,7,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.10714285714285714,0,0,0,1,0,3.892724905113432,0,https://twitter.com/docs/735,0
38,9,0,0,0,4,2,1,0,0,3,1,1,0,0,0,0,4,0.10526315789473684,0,0,0,1,0,4.253863368422078,0,https://microsoft.com/services?id=3847,0
44,9,3,1,1,5,3,2,0,0,4,1,1,0,0,0,0,7,0.1590909090909091,0,0,0,1,0,4.516027641266229,0,https://www.wikipedia.org/docs/708?page=5632,0
25,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.7834651896016456,0,https://spotify.com/about,0
42,7,0,0,0,5,3,1,0,0,4,1,1,0,0,0,0,7,0.16666666666666666,0,0,0,1,0,4.528873077386133,0,https://netflix.com/services/657?page=3330,0
30,9,4,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.9898980954642873,0,https://blog.microsoft.com/faq,0
29,9,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.6040317545551495,0,https://microsoft.com/contact,0
33,13,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.09090909090909091,0,0,0,1,0,4.27137063437885,0,https://stackoverflow.com/faq/542,0
26,6,3,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.9500637564362093,0,https://api.google.com/faq,0
41,6,9,1,2,5,3,3,0,0,4,0,0,0,0,0,0,3,0.07317073170731707,0,0,0,1,0,4.229145602020757,0,https://www.drive.google.com/products/767,0
27,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.680089353694808,0,https://youtube.com/support,0
33,8,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.09090909090909091,0,0,0,1,0,4.233639952626228,0,https://linkedin.com/products/810,0
27,6,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.1111111111111111,0,0,0,1,0,4.0323032427439545,0,https://github.com/help/190,0
24,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.8239348962840567,0,https://dropbox.com/help,0
34,13,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.035273502696889,0,https://stackoverflow.com/services,0
38,13,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.07894736842105263,0,0,0,1,0,4.221097250057959,0,https://stackoverflow.com/services/234,0
24,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.6572682296173897,0,https://spotify.com/home,0
23,6,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.6424896731661263,0,https://amazon.com/home,0
33,6,8,1,2,4,2,3,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.839108134182171,0,https://www.docs.google.com/terms,0
25,9,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3.9434651896016457,0,http://wikipedia.org/docs,0
30,9,4,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.123231428797621,0,https://mail.wikipedia.org/faq,0
28,7,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.10714285714285714,0,0,0,1,0,3.892724905113432,0,https://twitter.com/docs/906,0
23,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.8120607396830883,0,https://twitter.com/faq,0
34,13,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.08823529411764706,0,0,0,1,0,4.24173085589259,0,https://stackoverflow.com/blog/881,0
32,8,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.09375,0,0,0,1,0,4.351409765557392,0,https://linkedin.com/privacy/492,0
26,6,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.6902603909683838,0,https://google.com/support,0
34,7,0,0,0,4,2,1,0,0,3,1,1,0,0,0,0,4,0.11764705882352941,0,0,0,1,0,4.337175341123077,0,https://netflix.com/terms?ref=6439,0
35,6,10,1,2,4,2,3,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.104302931775616,0,https://shop.drive.google.com/about,0
30,6,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.1,0,0,0,0,0,3.973557262275185,0,http://github.com/products/900,0
25,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.7834651896016456,0,https://spotify.com/about,0
24,6,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.8035088547976788,0,https://github.com/terms,0
27,6,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.8282375018429557,0,https://google.com/services,0
39,7,3,1,1,4,2,2,0,0,3,1,1,0,0,0,0,4,0.10256410256410256,0,0,0,1,0,4.336182987871123,0,https://www.spotify.com/terms?page=1474,0
27,6,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.1111111111111111,0,0,0,1,0,3.7919245392005068,0,https://google.com/home/483,0
31,6,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.0967741935483871,0,0,0,1,0,4.050970503935262,0,https://github.com/products/180,0
40,7,7,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.075,0,0,0,1,0,4.193942707918268,0,https://support.netflix.com/products/753,0
36,6,0,0,0,4,2,1,0,0,3,1,1,0,0,0,0,4,0.1111111111111111,0,0,0,1,0,4.0860486123130375,0,https://google.com/support?page=6661,0
36,7,4,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08333333333333333,0,0,0,1,0,4.218128820706466,0,https://shop.youtube.com/privacy/965,0
37,6,5,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08108108108108109,0,0,0,1,0,4.1416216087552495,0,https://drive.google.com/services/467,0
32,7,3,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.09375,0,0,0,1,0,4.0121987351738495,0,https://api.twitter.com/docs/679,0
30,6,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.1,0,0,0,1,0,4.148394345536403,0,https://google.com/privacy/393,0
29,7,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.10344827586206896,0,0,0,1,0,3.9783335811852645,0,https://dropbox.com/terms/356,0
28,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.066108939837481,0,https://netflix.com/products,0
34,7,0,0,0,4,2,1,0,0,3,1,1,0,0,0,0,4,0.11764705882352941,0,0,0,1,0,4.231009444816111,0,https://twitter.com/home?page=6352,0
32,7,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.09375,0,0,0,1,0,4.038909765557392,0,https://spotify.com/services/652,0
34,9,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.08823529411764706,0,0,0,1,0,4.138502179294739,0,https://wikipedia.org/products/944,0
32,7,0,0,0,4,2,1,0,0,3,1,1,0,0,0,0,4,0.125,0,0,0,1,0,4.3011085007312415,0,https://twitter.com/blog?id=7511,0
33,6,5,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.09090909090909091,0,0,0,1,0,4.173033892020167,0,https://drive.google.com/blog/504,0
33,13,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.165013816065913,0,https://stackoverflow.com/privacy,0
37,8,4,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08108108108108109,0,0,0,1,0,4.283381405994074,0,https://mail.linkedin.com/support/674,0
44,7,4,1,1,5,3,2,0,0,4,1,1,0,0,0,0,7,0.1590909090909091,0,0,0,1,0,4.635234743489788,0,https://shop.netflix.com/privacy/518?id=5986,0
39,13,4,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.07692307692307693,0,0,0,1,0,4.304257026388136,0,https://mail.stackoverflow.com/help/564,0
24,7,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.625814583693912,0,https://spotify.com/docs,0
32,7,4,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.09375,0,0,0,1,0,4.226409765557392,0,https://shop.netflix.com/faq/386,0
34,13,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.035273502696889,0,https://stackoverflow.com/services,0
31,9,0,0,0,5,3,1,0,0,4,0,0,0,0,0,0,3,0.0967741935483871,0,0,0,1,0,4.1313003425053605,0,https://wikipedia.org/terms/507,0
30,6,5,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.123231428797621,0,https://drive.google.com/about,0
32,6,4,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.9056390622295662,0,https://blog.google.com/services,0
33,6,5,1,1,4,2,2,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,3.9454649524951084,0,https://drive.google.com/services,0
35,7,7,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08571428571428572,0,0,0,0,0,3.9760107890420997,0,http://support.dropbox.com/home/248,0
32,7,3,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.09375,0,0,0,1,0,4.038909765557392,0,https://api.dropbox.com/home/466,0
34,8,4,1,1,5,3,2,0,0,4,0,0,0,0,0,0,3,0.08823529411764706,0,0,0,1,0,4.241730855892591,0,https://blog.linkedin.com/home/531,0
30,13,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,1,0,4.123231428797621,0,https://stackoverflow.com/blog,0
